5	47	L U6CP	The tip of the crown of the maxillary left canine	3	0	0	1	1	1	0	0
5	48	L U6RP	The tip of the root of the maxillary left canine	3	0	0	1	1	1	0	0
5	105	L L5CP	The tip of the mesiobuccal cusp of the maxillary left first molar crown	5	0	0	1	1	1	0	0
5	106	L L5RP	The tip of the mesiobuccal root of the maxillary left first molar	5	0	0	1	1	1	0	0
5	62	L L6CP	The tip of the palatal root of the maxillary left first molar	5	0	0	1	1	1	0	0
5	63	L L6RP	The middle point of right and left upper 6 crown point	3	0	0	0	0	0	0	0
5	86	L U7CP	Lower dental midline point	3	0	0	1	1	0	0	0
5	87	L U7RP	The midpoint of the incisal mandibular right central incisor	3	0	0	1	1	0	0	0
5	89	L U8CP	The tip of the root of the mandibular right central incisor	3	0	0	1	1	0	0	0
5	90	L U8RP	The tip of the crown of the mandibular right canine	3	0	0	1	1	0	0	0
5	107	L L7CP	The tip of the root of the mandibular right canine	3	0	0	1	1	0	0	0
5	108	L L7RP	The tip of the mesiobuccal cusp of the mandibular right first molar crown	1	0	0	1	1	0	0	0
5	109	L L8CP	The tip of the mesiobuccal root of the mandibular right first molar	1	0	0	1	1	0	0	0
5	110	L L8RP	The midpoint of the incisal mandibular left central incisor	3	0	0	1	1	1	0	0
5	69	R U4PRP	The tip of the root of the mandibular left central incisor	3	0	0	1	1	1	0	0
5	72	R U5PRP	The tip of the crown of the mandibular left canine	3	0	0	1	1	1	0	0
5	42	R U6PRP	The tip of the root of the mandibular left canine	3	0	0	1	1	1	0	0
5	75	R U7PRP	The tip of the mesiobuccal cusp of the mandibular left first molar crown	5	0	0	1	1	1	0	0
5	82	L U4PRP	The tip of the mesiobuccal root of the mandibular left first molar	5	0	0	1	1	1	0	0
5	85	L U5PRP	The middle point of right and left Lower 6 crown point	0	0	0	0	0	0	0	0
6	49	L U6PRP	The midpoint of the incisal maxillary right lateral incisor	3	0	0	1	1	0	0	0
6	88	L U7PRP	The tip of the root of the maxillary right lateral incisor	3	0	0	1	1	0	0	0
6	140	R S Go	The tip of the buccal cusp of the maxillary right first premolar crown	1	0	0	1	1	0	0	0
6	141	L S Go	The tip of the buccal root of the maxillary right first premolar	1	0	0	1	1	0	0	0
6	120	Pronasale	The tip of the palatal root of the maxillary right first premolar	1	0	0	1	1	0	0	0
